TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.xml.security.binding.xmldsig.TransformType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33
org.apache.xml.security.binding.xmldsig.X509DataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.binding.xmldsig.X509IssuerSerialType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,39,39
org.apache.xml.security.binding.xmldsig11.CharTwoFieldParamsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,24,24
org.apache.xml.security.binding.xmldsig11.CurveType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,39,39
org.apache.xml.security.binding.xmldsig11.DEREncodedKeyValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35
org.apache.xml.security.binding.xmldsig11.ECKeyValueType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,63,63
org.apache.xml.security.binding.xmldsig11.ECParametersType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,100,100
org.apache.xml.security.binding.xmldsig11.ECValidationDataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35
org.apache.xml.security.binding.xmldsig11.FieldIDType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,75,75
org.apache.xml.security.binding.xmldsig11.KeyInfoReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,39,39
org.apache.xml.security.binding.xmldsig11.NamedCurveType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20
org.apache.xml.security.binding.xmldsig11.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,160,138
org.apache.xml.security.binding.xmldsig11.PnBFieldParamsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,80,80
org.apache.xml.security.binding.xmldsig11.PrimeFieldParamsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20
org.apache.xml.security.binding.xmldsig11.TnBFieldParamsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,26,26
org.apache.xml.security.binding.xmldsig11.X509DigestType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35
org.apache.xml.security.binding.xmlenc.AgreementMethodType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33
org.apache.xml.security.binding.xmlenc.CipherDataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34
org.apache.xml.security.binding.xmlenc.CipherReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34
org.apache.xml.security.binding.xmlenc.EncryptedDataType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5
org.apache.xml.security.binding.xmlenc.EncryptedKeyType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,69,69
org.apache.xml.security.binding.xmlenc.EncryptedType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,143,143
org.apache.xml.security.binding.xmlenc.EncryptionMethodType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33
org.apache.xml.security.binding.xmlenc.EncryptionPropertiesType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33
org.apache.xml.security.binding.xmlenc.EncryptionPropertyType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9513888888888888,67,60
org.apache.xml.security.binding.xmlenc.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,181,156
org.apache.xml.security.binding.xmlenc.ReferenceList,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.binding.xmlenc.ReferenceType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33
org.apache.xml.security.binding.xmlenc.TransformsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.binding.xmlenc11.AlgorithmIdentifierType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34
org.apache.xml.security.binding.xmlenc11.ConcatKDFParamsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,134,134
org.apache.xml.security.binding.xmlenc11.DerivedKeyType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,148,148
org.apache.xml.security.binding.xmlenc11.KeyDerivationMethodType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,36,33
org.apache.xml.security.binding.xmlenc11.MGFType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5
org.apache.xml.security.binding.xmlenc11.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,97,84
org.apache.xml.security.binding.xmlenc11.PBKDF2ParameterType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,104,104
org.apache.xml.security.binding.xmlenc11.PRFAlgorithmIdentifierType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5
org.apache.xml.security.c14n.CanonicalizationException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
org.apache.xml.security.c14n.Canonicalizer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7486331394613671,360,223
org.apache.xml.security.c14n.CanonicalizerSpi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9301527605459058,115,99
org.apache.xml.security.c14n.helper.AttrCompare,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3342785843920146,147,8
org.apache.xml.security.c14n.helper.C14nHelper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9280473144342742,189,171
org.apache.xml.security.c14n.implementations.Canonicalizer11,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4611232081212723,1314,491
org.apache.xml.security.c14n.implementations.Canonicalizer11_OmitComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,23,20
org.apache.xml.security.c14n.implementations.Canonicalizer11_WithComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,23,20
org.apache.xml.security.c14n.implementations.Canonicalizer20010315,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5906005626948282,772,479
org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7971384207994314,586,398
org.apache.xml.security.c14n.implementations.Canonicalizer20010315ExclOmitComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,23,20
org.apache.xml.security.c14n.implementations.Canonicalizer20010315ExclWithComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,23,20
org.apache.xml.security.c14n.implementations.Canonicalizer20010315OmitComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,23,20
org.apache.xml.security.c14n.implementations.Canonicalizer20010315WithComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,23,20
org.apache.xml.security.c14n.implementations.CanonicalizerBase,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6003363397475807,1874,749
org.apache.xml.security.c14n.implementations.CanonicalizerPhysical,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8124842885872298,147,120
org.apache.xml.security.c14n.implementations.NameSpaceSymbEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9147727272727273,21,17
org.apache.xml.security.c14n.implementations.NameSpaceSymbTable,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9282051378200321,385,313
org.apache.xml.security.c14n.implementations.SymbMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9433547379961212,358,341
org.apache.xml.security.c14n.implementations.UtfHelpper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6695933410841599,1144,531
org.apache.xml.security.c14n.InvalidCanonicalizerException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.configuration.AlgorithmType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,320,320
org.apache.xml.security.configuration.ConfigurationType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,90,90
org.apache.xml.security.configuration.HandlerType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,89,89
org.apache.xml.security.configuration.InOutAttrType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.925,20,14
org.apache.xml.security.configuration.JCEAlgorithmMappingsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.configuration.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,90,78
org.apache.xml.security.configuration.PropertiesType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.configuration.PropertyType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,62,62
org.apache.xml.security.configuration.ResolverType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,62,62
org.apache.xml.security.configuration.ResourceResolversType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.configuration.SecurityHeaderHandlersType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.configuration.TransformAlgorithmsType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,21,18
org.apache.xml.security.configuration.TransformAlgorithmType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,76,76
org.apache.xml.security.encryption.AbstractSerializer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6799041907912877,360,232
org.apache.xml.security.encryption.DocumentSerializer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5432900432900433,90,51
org.apache.xml.security.encryption.TransformSerializer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4666250282729834,113,42
org.apache.xml.security.encryption.XMLCipher,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.17430278326395765,3870,268
org.apache.xml.security.encryption.XMLCipherInput,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.2364642184557439,157,20
org.apache.xml.security.encryption.XMLCipherUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8459188034188033,108,90
org.apache.xml.security.encryption.XMLEncryptionException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
org.apache.xml.security.exceptions.AlgorithmAlreadyRegisteredException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.exceptions.Base64DecodingException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.exceptions.XMLSecurityException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.953125,126,123
org.apache.xml.security.exceptions.XMLSecurityRuntimeException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9183220836181363,108,95
org.apache.xml.security.Init,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.46725924547034003,370,46
org.apache.xml.security.keys.content.DEREncodedKeyValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5787168560606061,121,51
org.apache.xml.security.keys.content.KeyInfoReference,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8555194805194805,59,46
org.apache.xml.security.keys.content.KeyName,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8005952380952381,33,23
org.apache.xml.security.keys.content.KeyValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5898962148962149,104,44
org.apache.xml.security.keys.content.keyvalues.DSAKeyValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5267156862745098,76,26
org.apache.xml.security.keys.content.keyvalues.RSAKeyValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.580952380952381,65,27
org.apache.xml.security.keys.content.MgmtData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8005952380952381,32,22
org.apache.xml.security.keys.content.PGPData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,16,14
org.apache.xml.security.keys.content.RetrievalMethod,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6665834165834166,87,49
org.apache.xml.security.keys.content.SPKIData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,16,14
org.apache.xml.security.keys.content.x509.XMLX509Certificate,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5754588154784124,162,74
org.apache.xml.security.keys.content.x509.XMLX509CRL,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8005952380952381,32,22
org.apache.xml.security.keys.content.x509.XMLX509Digest,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6650010617401921,89,50
org.apache.xml.security.keys.content.x509.XMLX509IssuerSerial,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5435703787096976,176,79
org.apache.xml.security.keys.content.x509.XMLX509SKI,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5532568330362447,181,63
org.apache.xml.security.keys.content.x509.XMLX509SubjectName,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8191468253968254,90,71
org.apache.xml.security.keys.content.X509Data,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6902930094284998,518,325
org.apache.xml.security.keys.ContentHandlerAlreadyRegisteredException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.keys.KeyInfo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5938104477493056,1468,690
org.apache.xml.security.keys.keyresolver.implementations.DEREncodedKeyValueResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7000222816399287,72,42
org.apache.xml.security.keys.keyresolver.implementations.DSAKeyValueResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7092074592074591,87,51
org.apache.xml.security.keys.keyresolver.implementations.EncryptedKeyResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6325822428763606,136,65
org.apache.xml.security.keys.keyresolver.implementations.KeyInfoReferenceResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5017325895875592,272,60
org.apache.xml.security.keys.keyresolver.implementations.PrivateKeyResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.465916418836932,435,60
org.apache.xml.security.keys.keyresolver.implementations.RetrievalMethodResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4247885778042407,454,29
org.apache.xml.security.keys.keyresolver.implementations.RSAKeyValueResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.697027972027972,93,53
org.apache.xml.security.keys.keyresolver.implementations.SecretKeyResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.708355614973262,81,48
org.apache.xml.security.keys.keyresolver.implementations.SingleKeyResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6502683916291495,166,86
org.apache.xml.security.keys.keyresolver.implementations.X509CertificateResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6042628205128205,105,44
org.apache.xml.security.keys.keyresolver.implementations.X509DigestResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.49846813725490197,184,42
org.apache.xml.security.keys.keyresolver.implementations.X509IssuerSerialResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4951813811188811,155,36
org.apache.xml.security.keys.keyresolver.implementations.X509SKIResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5126778260499191,145,38
org.apache.xml.security.keys.keyresolver.implementations.X509SubjectNameResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5013836296110378,171,40
org.apache.xml.security.keys.keyresolver.InvalidKeyResolverException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.keys.keyresolver.KeyResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4629075044670839,360,144
org.apache.xml.security.keys.keyresolver.KeyResolverException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
org.apache.xml.security.keys.keyresolver.KeyResolverSpi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7457435113685114,221,150
org.apache.xml.security.keys.KeyUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3928140096618358,91,7
org.apache.xml.security.keys.storage.implementations.CertsInFilesystemDirectoryResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.46279584574644156,258,83
org.apache.xml.security.keys.storage.implementations.KeyStoreResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.22274436090225563,109,15
org.apache.xml.security.keys.storage.implementations.SingleCertificateResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9041666666666667,56,53
org.apache.xml.security.keys.storage.StorageResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6351630434782608,149,90
org.apache.xml.security.keys.storage.StorageResolverException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
org.apache.xml.security.keys.storage.StorageResolverSpi,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,7,6
org.apache.xml.security.signature.InvalidDigestValueException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.signature.InvalidSignatureValueException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,42,42
org.apache.xml.security.signature.Manifest,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.1634816207184628,669,34
org.apache.xml.security.signature.MissingResourceFailureException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,69,68
org.apache.xml.security.signature.ObjectContainer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9022267206477734,93,81
org.apache.xml.security.signature.reference.ReferenceOctetStreamData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.984375,49,48
org.apache.xml.security.signature.reference.ReferenceSubTreeData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.77715893175452,256,167
org.apache.xml.security.signature.Reference,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.14442834016835746,872,10
org.apache.xml.security.signature.ReferenceNotInitializedException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
org.apache.xml.security.signature.SignatureProperties,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7649621212121213,106,72
org.apache.xml.security.signature.SignatureProperty,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8418394471026049,82,64
org.apache.xml.security.signature.SignedInfo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.2688949848726051,327,50
org.apache.xml.security.signature.XMLSignature,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.17166650196136563,1065,32
org.apache.xml.security.signature.XMLSignatureException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
